,CONAME,address,lat,lng,distance
405,PNM RESOURCES INC,"414 Silver Avenue SW, Albuquerque, NM, 87102",35.082494,-106.6528481,11804.281399
406,PUBLIC SERVICE ENTRP GRP INC,"80 Park Plaza, PO Box 1171, Newark, NJ, 7101",40.7378054,-74.1691355,10715.363113
407,PULTEGROUP INC,"3350 Peachtree Road NE, Atlanta, GA, 30326",33.8476821,-84.3681861,11726.055759
408,QUAKER CHEMICAL CORP,"One Quaker Park, 901 East Hector Street, Conshohocken, PA, 19428",40.0743164,-75.2891343,10818.994946
409,QUALITY SYSTEMS INC,"18111 Von Karman Avenue, Suite 700, Irvine, CA, 92612",33.680327,-117.8539145,11823.782815
410,QUESTAR CORP,"333 South State Street, PO Box 45433, Salt Lake City, UT, 84145",40.76181,-111.8874363,11136.41565
411,RAYMOND JAMES FINANCIAL CORP,"880 Carillon Parkway, St. Petersburg, FL, 33716",27.8928124,-82.6706241,12317.19866
412,RPM INTERNATIONAL INC,"2628 Pearl Road, PO Box 777, Medina, OH, 44258",41.202366,-81.844115,10879.960181
413,RAYTHEON CO,"870 Winter Street, Waltham, MA, 2451",42.4057975,-71.282688,10450.452171
414,REGAL BELOIT CORP,"200 State Street, Beloit, WI, 53511",42.4984104,-89.0363758,10881.136715
415,REGIS CORP/MN,"7201 Metro Boulevard, Minneapolis, MN, 55439",44.87329340000001,-93.3518799,10676.279812
416,AUTONATION INC,"200 SW 1st Avenue, Fort Lauderdale, FL, 33301",26.1200646,-80.1441231,12427.499852
417,ROCKWELL AUTOMATION,"1201 South 2nd Street, Milwaukee, WI, 53204",43.0185622,-87.9135988,10806.463028
418,ROGERS CORP,"One Technology Drive, PO Box 188, Rogers, CT, 6263",41.8402028,-71.9113365,10528.961578
419,ROLLINS INC,"2170 Piedmont Road, N.E., Atlanta, GA, 30324",33.8161635,-84.3671841,11729.410735
420,ROSS STORES INC,"5130 Hacienda Drive, Dublin, CA, 94568",37.7103486,-121.8900734,11304.060292
421,ROWAN COS PLC,"2800 Post Oak Boulevard, Suite 5450, Houston, 77056",29.7370769,-95.46221829999999,12366.333797
422,ROYAL GOLD INC,"1660 Wynkoop Street, Suite 1000, Denver, CO, 80202",39.7521134,-105.0000873,11292.317936
423,RYDER SYSTEM INC,"11690 NW 105th Street, Miami, FL, 33178",25.868202,-80.38530779999999,12461.702113
424,SEI INVESTMENTS CO,"1 Freedom Valley Drive, Oaks, PA, 19456",40.1414246,-75.4473028,10816.943398
425,ST JUDE MEDICAL INC,"One St. Jude Medical Drive, St. Paul, MN, 55117",45.012431,-93.101079,10658.338655
426,SCANA CORP,"100 SCANA Parkway, Cayce, SC, 29033",33.9352854,-81.0504524,11631.354624
427,SCHLUMBERGER LTD,"42, rue Saint-Dominique, Paris, 75007",48.8600021,2.3109,5860.851914
428,SCHOLASTIC CORP,"557 Broadway, New York, NY, 10012",40.724041,-73.99838319999999,10711.3325
429,SCHULMAN (A.) INC,"3637 Ridgewood Road, Fairlawn, OH, 44333",41.11090009999999,-81.6431497,10884.913252
430,SEALED AIR CORP,"8215 Forest Point Boulevard, Charlotte, NC, 28273",35.1318927,-80.9064054,11500.74612
431,SEMTECH CORP,"200 Flynn Road, Camarillo, CA, 93012",34.2180997,-119.0210025,11742.296175
432,SERVICE CORP INTERNATIONAL,"1929 Allen Parkway, Houston, TX, 77019",29.7606136,-95.38685919999999,12362.945073
433,SHERWIN-WILLIAMS CO,"101 West Prospect Avenue, Cleveland, OH, 44115",41.4972774,-81.6924983,10844.954095
434,SMITH (A O) CORP,"11270 West Park Place, Suite 170, PO Box 245008, Milwaukee, WI, 53224",43.1514819,-88.0516268,10794.275935
435,SMUCKER (JM) CO,"One Strawberry Lane, Orrville, OH, 44667",40.8470663,-81.7621164,10915.850587
436,SNAP-ON INC,"2801 80th Street, Kenosha, WI, 53143",42.556708,-87.843003,10855.515269
437,KEYCORP,"127 Public Square, Cleveland, OH, 44114",41.50144,-81.6941499,10844.550044
438,SONOCO PRODUCTS CO,"1 North Second Street, Hartsville, SC, 29550",34.3814307,-80.0666708,11556.535025
439,SOUTH JERSEY INDUSTRIES INC,"1 South Jersey Plaza, Folsom, NJ, 8037",39.60364879999999,-74.8383904,10853.471536
440,PIONEER ENERGY SERVICES CORP,"1250 NE Loop 410, Suite 1000, San Antonio, TX, 78209",29.5149605,-98.4491846,12416.067958
441,EDISON INTERNATIONAL,"2244 Walnut Grove Avenue, PO Box 976, Rosemead, 91770",34.053896,-118.0807162,11778.873558
442,AMERICAN STATES WATER CO,"630 East Foothill Boulevard, San Dimas, CA, 91773",34.1221117,-117.79581,11776.957175
443,SOUTHERN CO,"30 Ivan Allen Jr Boulevard NW, Atlanta, GA, 30308",33.7642398,-84.38824799999999,11735.477812
444,SOUTHWEST AIRLINES,"2702 Love Field Drive, Dallas, TX, 75235",32.84540700000001,-96.86211329999999,12036.366587
445,SOUTHWEST GAS CORP,"5241 Spring Mountain Road, Post Office Box 98510, Las Vegas, NV, 89193",36.12542,-115.2136515,11603.028728
446,AT&T INC,"208 South Akard Street, Dallas, TX, 75202",32.779561,-96.7988893,12043.124495
447,SOUTHWESTERN ENERGY CO,"10000 Energy Drive, Spring, TX, 77389",30.0988966,-95.4384362,12326.213544
448,STANDARD MOTOR PRODS,"37-18 Northern Boulevard, Long Island City, NY, 11101",40.7519244,-73.9254192,10706.131381
449,CALATLANTIC GROUP INC,"15360 Barranca Parkway, Irvine, CA, 92618",33.6603073,-117.7418271,11828.107941
450,STANDEX INTERNATIONAL CORP,"11 Keewaydin Drive, Salem, NH, 3079",42.7732289,-71.2446835,10411.934372
451,STANLEY BLACK & DECKER INC,"1000 Stanley Drive, New Britain, CT, 6053",41.6936214,-72.8078946,10573.503435
452,STATE STREET CORP,"State Street Financial Center, One Lincoln Street, Boston, MA, 2111",42.35272579999999,-71.05844429999999,10448.248376
453,STEPAN CO,"22 West Frontage Road, Northfield, IL, 60093",42.0912849,-87.7622646,10904.751414
454,STEWART INFORMATION SERVICES,"1980 Post Oak Boulevard, Suite 800, Houston, TX, 77056",29.74623159999999,-95.4618162,12365.320792
455,PUBLIC STORAGE,"701 Western Avenue, Glendale, CA, 91201",34.1664274,-118.2955073,11762.475237
456,STRYKER CORP,"2825 Airview Boulevard, Kalamazoo, MI, 49002",42.2428207,-85.55533969999999,10848.200385
457,NAVIENT CORP,"123 Justison Street, Wilmington, DE, 19801",39.7384665,-75.5590563,10862.113817
458,STURM RUGER & CO INC,"Lacey Place, Southport, CT, 6890",41.1406169,-73.27634510000001,10645.322382
459,SUNTRUST BANKS INC,"303 Peachtree Street, N.E., Atlanta, GA, 30308",33.762766,-84.3865105,11735.594505
460,SUPERVALU INC,"11840 Valley View Road, Eden Prairie, MN, 55344",44.8723239,-93.42536779999999,10677.141009
461,SUPERIOR INDUSTRIES INTL,"24800 Denso Drive, Suite 225, Southfield, MI, 48033",42.4781559,-83.2896473,10776.417959
462,SYSCO CORP,"1390 Enclave Parkway, Houston, TX, 77077",29.759024,-95.6197558,12365.552242
463,TECO ENERGY INC,"TECO Plaza, 702 North Franklin Street, Tampa, FL, 33602",27.9503502,-82.45938509999999,12305.084225
464,ALLEGHENY TECHNOLOGIES INC,"1000 Six PPG Place, Pittsburgh, PA, 15222",40.4393677,-80.0037947,10915.239122
465,TELEFLEX INC,"550 East Swedesford Road, Suite 400, Wayne, PA, 19087",40.0771684,-75.41762349999999,10822.678202
466,TELEPHONE & DATA SYSTEMS INC,"Empire State Building, 21st Floor, 350 Fifth Avenue, New York, NY, 10118",40.7484799,-73.9854245,10708.40619
467,TENNANT CO,"701 North Lilac Drive, Minneapolis, MN, 55422",44.987209,-93.352611,10663.73591
468,TERADYNE INC,"600 Riverpark Drive, North Reading, MA, 1864",42.55612139999999,-71.1350329,10430.244391
469,TESORO CORP,"19100 Ridgewood Parkway, San Antonio, TX, 78259-1828",29.6159513,-98.45895569999999,12404.959758
470,TEXAS INSTRUMENTS INC,"12500 TI Boulevard, Dallas, TX, 75243",32.9104609,-96.7580734,12028.327606
471,TEXTRON INC,"40 Westminster Street, Providence, RI, 2903",41.8249048,-71.4092955,10513.62265
472,THERMO FISHER SCIENTIFIC INC,"81 Wyman Street, Waltham, MA, 2451",42.3998795,-71.2581874,10450.226462
473,THOR INDUSTRIES INC,"601 East Beardsley Avenue, Elkhart, IN, 46514",41.6927175,-85.9690081,10915.587003
474,TIDEWATER INC,"Pan American Life Center, 601 Poydras Street, Suite 1500, New Orleans, LA, 70130",29.949959,-90.06967670000002,12266.52362
475,TIMKEN CO,"4500 Mount Pleasant St. N.W., North Canton, OH, 44720",40.9058618,-81.4330213,10901.66492
476,TOOTSIE ROLL INDUSTRIES INC,"7401 South Cicero Avenue, Chicago, IL, 60629",41.7583948,-87.74093200000002,10940.56961
477,TORCHMARK CORP,"3700 South Stonebridge Drive, McKinney, TX, 75070",33.1717418,-96.7284935,11999.219394
478,TORO CO,"8111 Lyndale Avenue South, Bloomington, MN, 55420",44.8572504,-93.2871696,10677.378228
479,TOTAL SYSTEM SERVICES INC,"One TSYS Way, Columbus, GA, 31901",32.4749904,-84.9924032,11888.084157
480,TRINITY INDUSTRIES,"2525 North Stemmons Freeway, Dallas, TX, 75207",32.805475,-96.8399378,12040.597759
481,TYCO INTERNATIONAL PLC,"Building 1000, Unit 1202, City Gate, Mahon",51.886605,-8.405006,6448.958568
482,TYLER TECHNOLOGIES INC,"5101 Tennyson Parkway, Plano, TX, 75024",33.0657811,-96.8022754,12011.531652
483,TYSON FOODS INC  -CL A,"2200 Don Tyson Parkway, Springdale, AR, 72762",36.1556481,-94.1545321,11645.146084
484,UNITED CONTINENTAL HLDGS INC,"233 South Wacker Drive, Chicago, IL, 60606",41.87887610000001,-87.635915,10925.672799
485,UGI CORP,"460 North Gulph Road, King Of Prussia, PA, 19406",40.0885655,-75.40706689999999,10821.172489
486,UNIFI INC,"7201 West Friendly Avenue, Greensboro, NC, 27419",36.087341,-79.922748,11372.587398
487,UNIFIRST CORP,"68 Jonspin Road, Wilmington, MA, 1887",42.5969,-71.1483793,10426.564103
488,AMEREN CORP,"1901 Chouteau Avenue, St. Louis, MO, 63103",38.6224792,-90.20937320000002,11322.416994
489,UNION PACIFIC CORP,"1400 Douglas Street, Omaha, NE, 68179",41.259172,-95.93518,11099.004275
490,UNIT CORP,"7130 South Lewis, Suite 1000, Tulsa, OK, 74136",36.0593629,-95.9608303,11673.720491
491,UDR INC,"1745 Shea Center Drive, Suite 200, Highlands Ranch, CO, 80129",39.55488829999999,-105.0092628,11314.184434
492,UNITEDHEALTH GROUP INC,"UnitedHealth Group Center, 9900 Bren Road East, Minnetonka, MN, 55343",44.8973859,-93.4032532,10674.152997
493,UMB FINANCIAL CORP,"1010 Grand Boulevard, Kansas City, MO, 64106",39.1014321,-94.58128889999999,11325.017405
494,UNITED PARCEL SERVICE INC,"55 Glenlake Parkway, NE, Atlanta, GA, 30328",33.9431979,-84.3602082,11715.626807
495,ESSENDANT INC,"One Parkway North Boulevard, Suite 100, Deerfield, IL, 60015",42.1639468,-87.8767361,10898.79109
496,UNITED TECHNOLOGIES CORP,"10 Farm Springs Road, Farmington, CT, 6032",41.70844719999999,-72.80322380000001,10571.83613
497,SCIENTIFIC GAMES CORP,"6650 South El Camino Road, Las Vegas, NV, 89118",36.0684881,-115.2282739,11609.029782
498,SENSIENT TECHNOLOGIES CORP,"777 East Wisconsin Avenue, Milwaukee, WI, 53202",43.0382719,-87.901871,10804.124793
499,UNIVERSAL CORP/VA,"Stony Point II Building, 9201 Forest Hill Avenue, Richmond, VA, 23235",37.539853,-77.56514899999999,11151.824591
500,UNIVERSAL HEALTH SVCS INC,"Universal Corporate Center, 367 South Gulph Road, PO Box 615, King Of Prussia, PA, 19406",40.078207,-75.36959,10821.085503
501,VF CORP,"105 Corporate Center Boulevard, Greensboro, NC, 27408",36.1221552,-79.79890089999999,11365.44044
502,VALMONT INDUSTRIES INC,"One Valmont Plaza, Omaha, NE, 68154",41.2651094,-96.130981,11099.907673
503,VALSPAR CORP,"1101 South 3rd Street, Minneapolis, MN, 55415",44.9739692,-93.2536566,10664.171923
504,VARIAN MEDICAL SYSTEMS INC,"3100 Hansen Way, Palo Alto, CA, 94304",37.4170321,-122.1428778,11329.720803
505,VEECO INSTRUMENTS INC,"1 Terminal Drive, Plainview, NY, 11803",40.7922859,-73.4658066,10687.163804
506,VISHAY INTERTECHNOLOGY INC,"63 Lancaster Avenue, Malvern, PA, 19355",40.0446615,-75.52806559999999,10829.450418
507,VORNADO REALTY TRUST,"888 Seventh Avenue, New York, NY, 10019",40.7652747,-73.9807922,10706.531921
508,VULCAN MATERIALS CO,"1200 Urban Center Drive, Birmingham, AL, 35242",33.482953,-86.704047,11817.648709
509,WD-40 CO,"1061 Cudahy Place, San Diego, CA, 92110",32.7668567,-117.2005933,11935.382702
510,WAL-MART STORES INC,"702 SW 8th Street, Bentonville, AR, 72716",36.3652654,-94.2176381,11622.754942
511,WALGREENS BOOTS ALLIANCE INC,"108 Wilmot Road, Deerfield, IL, 60015",42.1555253,-87.86886179999999,10899.573937
512,WGL HOLDINGS INC,"101 Constitution Avenue N.W., Washington, DC, 20080",38.8928495,-77.01299440000001,10994.15648
513,GRAHAM HOLDINGS CO,"1300 North 17th Street, 17th Floor, Arlington, VA, 22209",38.89360509999999,-77.0725457,10995.853108
514,AVISTA CORP,"1411 East Mission Avenue, Spokane, WA, 99202",47.6734481,-117.3886669,10309.064246
515,WATSCO INC,"2665 South Bayshore Drive, Suite 901, Coconut Grove, Miami, FL, 33133",25.7303942,-80.236066,12471.32722
516,WAUSAU PAPER CORP,"100 Paper Place, Mosinee, WI, 54455",44.8136328,-89.66824799999999,10637.682561
517,WEINGARTEN REALTY INVST,"2600 Citadel Plaza Drive, Suite 125, Houston, TX, 77008",29.8100423,-95.4357711,12358.01554
518,WEST PHARMACEUTICAL SVSC INC,"530 Herman O. West Drive, Exton, PA, 19341",40.061479,-75.6805357,10832.391996
519,WESTERN DIGITAL CORP,"3355 Michelson Drive, Suite 100, Irvine, CA, 92612",33.673017,-117.8409843,11824.825036
520,WEYERHAEUSER CO,"33663 Weyerhaeuser Way South, Federal Way, WA, 98063",47.2968716,-122.2991023,10266.249161
521,WHIRLPOOL CORP,"2000 North M-63, Benton Harbor, MI, 49022-2692",42.1507583,-86.4419435,10874.90045
522,WILEY (JOHN) & SONS  -CL A,"111 River Street, Hoboken, NJ, 7030",40.7373992,-74.02845959999999,10710.920744
523,WILLIAMS COS INC,"One Williams Center, Tulsa, OK, 74172",36.155,-95.99029999999999,11663.41849
524,WILLIAMS-SONOMA INC,"3250 Van Ness Avenue, San Francisco, CA, 94109",37.8058741,-122.4250473,11281.53912
525,WINNEBAGO INDUSTRIES,"605 West Crystal Lake Road, Forest City, IA, 50436",43.256103,-93.64531679999999,10857.502435
526,WEC ENERGY GROUP INC,"231 West Michigan Street, Milwaukee, WI, 53203",43.0371135,-87.9137137,10804.44703
527,ALLIANT ENERGY CORP,"4902 North Biltmore Lane, Suite 1000, Madison, WI, 53718",43.1512115,-89.2958529,10813.858986
528,WOLVERINE WORLD WIDE,"9341 Courtland Drive NE, Rockford, MI, 49351",43.1352383,-85.5443816,10751.612789
529,WOODWARD INC,"1000 East Drake Road, Fort Collins, CO, 80525",40.5542166,-105.0605898,11203.14342
530,FOOT LOCKER INC,"112 West 34th Street, New York, NY, 10120",40.7496971,-73.9889209,10708.392903
531,WORTHINGTON INDUSTRIES,"200 Old Wilson Bridge Road, Columbus, OH, 43085",40.110674,-83.02154399999999,11023.921056
532,XEROX CORP,"45 Glover Avenue, PO Box 4505, Norwalk, CT, 6856",41.1449042,-73.428685,10649.81805
533,TJX COMPANIES INC,"770 Cochituate Road, Framingham, MA, 1701",42.3068997,-71.3560318,10462.948003
534,ZIONS BANCORPORATION,"One South Main Street, 15th Floor, Salt Lake City, UT, 84133",40.76908299999999,-111.890529,11135.582096
535,OSHKOSH CORP,"PO Box 2566, Oshkosh, WI, 54903",43.9928377,-88.5427575,10710.504963
536,ALEXANDER & BALDWIN INC,"822 Bishop Street, Post Office Box 3440, Honolulu, HI, 96801",21.3079324,-157.8625906,11235.923702
537,STIFEL FINANCIAL CORP,"501 North Broadway, St. Louis, MO, 63102-2188",38.6296755,-90.1888688,11321.317633
538,DREW INDUSTRIES INC,"3501 County Road 6 East, Elkhart, IN, 46514",41.7236612,-85.9187951,10911.282324
539,HENRY (JACK) & ASSOCIATES,"663 West Highway 60, PO Box 807, Monett, MO, 65708",36.9113,-93.942301,11559.581695
540,ASSOCIATED BANC-CORP,"433 Main Street, Green Bay, WI, 54301",44.517726,-88.009331,10644.899851
541,BB&T CORP,"200 West Second Street, Winston-Salem, NC, 27101",36.0959621,-80.2464116,11380.683472
542,VALLEY NATIONAL BANCORP,"1455 Valley Road, Wayne, NJ, 7470",40.9629545,-74.2257279,10693.9912
543,FIRST MIDWEST BANCORP INC,"One Pierce Place, Suite 1500, Itasca, IL, 60143",41.9879566,-88.0168582,10920.287902
544,ANADARKO PETROLEUM CORP,"1201 Lake Robbins Drive, The Woodlands, TX, 77380-1046",30.160256,-95.45477559999999,12319.622598
545,NOBLE CORP PLC,"Devonshire House, 1 Mayfair Place, London, W1J 8AJ",51.5072829,-0.1430413,5931.580724
546,TUESDAY MORNING CORP,"6250 LBJ Freeway, Dallas, TX, 75240",32.92382380000001,-96.7979127,12027.179102
547,EMC CORP/MA,"176 South Street, Hopkinton, MA, 1748",42.1941163,-71.5438686,10480.702987
548,BIG LOTS INC,"300 Phillipi Road, PO Box 28512, Columbus, OH, 43228",39.9591965,-83.109347,11042.132885
549,MORGAN STANLEY,"1585 Broadway, New York, NY, 10036",40.760386,-73.985678,10707.190604
550,PRICE (T. ROWE) GROUP,"100 East Pratt Street, Baltimore, MD, 21202",39.2871714,-76.6128397,10941.100782
551,NATIONAL RETAIL PROPERTIES,"450 South Orange Avenue, Suite 900, Orlando, FL, 32801",28.5370565,-81.37933699999999,12211.52691
552,MICROSOFT CORP,"One Microsoft Way, Redmond, WA, 98052",47.6423318,-122.1369302,10232.261872
553,ORACLE CORP,"500 Oracle Parkway, Redwood City, CA, 94065",37.53070520000001,-122.26242,11314.778961
554,TECH DATA CORP,"5350 Tech Data Drive, Clearwater, FL, 33760",27.917127,-82.707835,12315.670969
555,REPLIGEN CORP,"Building 1, Suite 100, 41 Seyon Street, Waltham, MA, 2453",42.37028220000001,-71.2160251,10451.803279
556,CYPRESS SEMICONDUCTOR CORP,"198 Champion Court, San Jose, CA, 95134",37.4103081,-121.9505551,11334.859232
557,LINEAR TECHNOLOGY CORP,"1630 McCarthy Boulevard, Milpitas, CA, 95035",37.4064253,-121.9169101,11336.044138
558,ASTEC INDUSTRIES INC,"1725 Shepherd Road, Chattanooga, TN, 37421",35.0367136,-85.19102319999999,11617.329308
559,WERNER ENTERPRISES INC,"14507 Frontier Road, Post Office Box 45308, Omaha, NE, 68145",41.1579896,-96.1415689,11111.835054
560,AMERICAN WOODMARK CORP,"3102 Shawnee Drive, Winchester, VA, 22601",39.134595,-78.1810524,11002.960372
561,HARLEY-DAVIDSON INC,"3700 West Juneau Avenue, Milwaukee, WI, 53208",43.0460968,-87.9599862,10804.235059
562,SKYWEST INC,"444 South River Road, St. George, UT, 84790",37.1006483,-113.5569325,11519.661814
563,TOLL BROTHERS INC,"250 Gibraltar Road, Horsham, PA, 19044",40.1746577,-75.1358396,10803.855982
564,FREDS INC,"4300 New Getwell Road, Memphis, TN, 38118",35.0382962,-89.93653499999999,11709.470854
565,ENGILITY HOLDINGS INC,"3750 Centerview Drive, Chantilly, VA, 20151",38.9012417,-77.4292287,11005.611183
566,MERIDIAN BIOSCIENCE INC,"3471 River Hills Drive, Cincinnati, OH, 45244",39.1237629,-84.35680699999999,11159.540511
567,GARTNER INC,"56 Top Gallant Road, PO Box 10212, Stamford, CT, 6902",41.0304821,-73.55030239999999,10665.476474
568,WATTS WATER TECHNOLOGIES INC,"815 Chestnut Street, North Andover, MA, 1845",42.65649,-71.10499209999999,10419.066739
569,NVR INC,"Plaza America Tower I, Suite 500, 11700 Plaza America Drive, Reston, VA, 20190",38.9526486,-77.34993060000001,10997.909175
570,WORLD FUEL SERVICES CORP,"9800 Northwest 41st Street, Suite 400, Miami, FL, 33178",25.8105331,-80.35552299999999,12466.79121
571,CABLEVISION SYS CORP  -CL A,"1111 Stewart Avenue, Bethpage, NY, 11714",40.7614169,-73.4950539,10691.277695
572,ADOBE SYSTEMS INC,"345 Park Avenue, San Jose, CA, 95110",37.33080700000001,-121.8942752,11344.669837
573,HARTE HANKS INC,"9601 McAllister Freeway, Suite 610, San Antonio, TX, 78216",29.5276635,-98.4848039,12414.888684
574,M/I HOMES INC,"3 Easton Oval, Suite 500, Columbus, OH, 43219",40.0466043,-82.9052312,11028.103625
575,MARTEN TRANSPORT LTD,"129 Marten Street, Mondovi, WI, 54755",44.5690376,-91.65625829999999,10690.698387
576,FISERV INC,"255 Fiserv Drive, Brookfield, WI, 53045",43.0334751,-88.14076349999999,10808.57628
577,KB HOME,"10990 Wilshire Boulevard, Los Angeles, CA, 90024",34.0575438,-118.4471134,11771.274105
578,UNUM GROUP,"1 Fountain Square, Chattanooga, TN, 37402",35.0504844,-85.3068744,11618.425888
579,COCA-COLA ENTERPRISES INC,"2500 Windy Ridge Parkway, Atlanta, GA, 30339",33.9049622,-84.45656369999999,11722.008655
580,HARMAN INTERNATIONAL INDS,"400 Atlantic Street, Suite 1500, Stamford, CT, 6901",41.0504634,-73.53885629999999,10663.058022
581,CORELOGIC INC,"40 Pacifica, Suite 900, Irvine, CA, 92618",33.6506498,-117.7517227,11828.966575
582,J & J SNACK FOODS CORP,"6000 Central Highway, Pennsauken, NJ, 8109",39.9314107,-75.06969289999999,10826.925597
583,HEARTLAND EXPRESS INC,"901 North Kansas Avenue, North Liberty, IA, 52317",41.7577674,-91.6401734,10999.106202
584,CERNER CORP,"2800 Rockcreek Parkway, North Kansas City, MO, 64117",39.14986409999999,-94.5459231,11319.322521
585,TWENTY-FIRST CENTURY FOX INC,"1211 Avenue of the Americas, New York, NY, 10036",40.758464,-73.98180599999999,10707.264323
586,PLEXUS CORP,"One Plexus Way, PO Box 156, Neenah, WI, 54957",44.1883284,-88.4639135,10687.968726
587,AIRGAS INC,"259 North Radnor-Chester Road, Suite 100, Radnor, PA, 19087",40.0415201,-75.3603244,10824.594573
588,JOY GLOBAL INC,"100 East Wisconsin Avenue, Suite 2780, Milwaukee, WI, 53202",43.0389547,-87.9094954,10804.176876
589,CASH AMERICA INTL INC,"1600 West 7th Street, Fort Worth, TX, 76102",32.7513958,-97.3445636,12050.524936
590,SYNOVUS FINANCIAL CORP,"1111 Bay Avenue, Suite 500, Columbus, GA, 31901",32.4668758,-84.9956294,11889.031288
591,JACK IN THE BOX INC,"9330 Balboa Avenue, San Diego, CA, 92123",32.8228135,-117.1289306,11930.640414
592,HCP INC,"1920 Main Street, Suite 1200, Irvine, CA, 92614",33.6841151,-117.8526637,11823.39593
593,CAPSTEAD MORTGAGE CORP,,33.791638,-84.389488,11732.570047
594,CEDAR REALTY TRUST INC,"44 South Bayles Avenue, Port Washington, NY, 11050",40.8276349,-73.6863169,10690.672814
595,SANDERSON FARMS INC,"127 Flynt Road, Laurel, MS, 39443",31.7173956,-89.15698139999999,12057.563593
596,PROGRESSIVE CORP-OHIO,"6300 Wilson Mills Road, Mayfield Village, OH, 44143",41.5359019,-81.4510402,10835.08377
597,RLI CORP,"9025 North Lindbergh Drive, Peoria, IL, 61615",40.7974496,-89.6114058,11075.659367
598,VOXX INTERNATIONAL CORP,"180 Marcus Boulevard, Hauppauge, NY, 11788",40.815504,-73.2480623,10677.69258
599,GENERAL COMMUNICATION  -CL A,"2550 Denali Street, Suite 1000, Anchorage, AK, 99503",61.19723149999999,-149.8780298,8127.641166
600,CALGON CARBON CORP,"3000 GSK Drive, Moon Township, Pittsburgh, PA, 15108",40.4601407,-80.17737609999999,10917.533428
601,CADENCE DESIGN SYSTEMS INC,"2655 Seely Avenue, Building 5, San Jose, CA, 95134",37.3961206,-121.9194713,11337.090674
602,LEVEL 3 COMMUNICATIONS INC,"1025 Eldorado Boulevard, Broomfield, CO, 80021",39.9209056,-105.1443654,11273.224305
603,EBIX INC,"1 Ebix Way, Johns Creek, GA, 30097",34.0652981,-84.17385929999999,11698.101574
604,CARNIVAL CORP/PLC (USA),"3655 NW 87th Avenue, Miami, 33178",25.8068316,-80.3355508,12466.534543
605,DUKE REALTY CORP,"600 East 96th Street, Suite 100, Indianapolis, IN, 46240",39.9288905,-86.1469152,11109.70306
606,WHITEWAVE FOODS CO,"1225 Seventeenth Street, Suite 1000, Denver, CO, 80202",39.7502764,-104.9952031,11292.533604
607,CELGENE CORP,"86 Morris Avenue, Summit, NJ, 7901",40.7090186,-74.3452692,10723.913875
608,ABIOMED INC,"22 Cherry Hill Drive, Danvers, MA, 1923",42.5769047,-70.91752389999999,10420.782568
609,CONMED CORP,"525 French Road, Utica, NY, 13502",43.0873037,-75.2839922,10507.005854
610,TIFFANY & CO,"727 Fifth Avenue, New York, NY, 10022",40.7626931,-73.9739144,10706.577278
611,DENTSPLY INTERNATL INC,"221 West Philadelphia Street, PO Box 2558, York, PA, 17405",39.9624421,-76.7342834,10874.423263
612,CBS CORP,"51 West 52nd Street, New York, NY, 10019",40.7611804,-73.97881939999999,10706.889626
613,ZOETIS INC,"100 Campus Drive, Florham Park, NJ, 7932",40.7824143,-74.4260905,10718.907641
614,AIR METHODS CORP,"7301 South Peoria, Englewood, CO, 80112",39.5838729,-104.847405,11311.346118
615,ALMOST FAMILY INC,"9510 Ormsby Station Road, Suite 300, Louisville, KY, 40223",38.2624696,-85.57680719999999,11278.180996
616,FAIR ISAAC CORP,"181 Metro Drive, Suite 700, San Jose, CA, 95110",37.3685081,-121.9186616,11340.070102
617,CAMBREX CORP,"One Meadowlands Plaza, East Rutherford, NJ, 7073",40.8062412,-74.0785874,10705.441906
618,SCHWAB (CHARLES) CORP,"211 Main Street, San Francisco, CA, 94105",37.7905969,-122.3927897,11283.924163
619,CLEAN HARBORS INC,"42 Longwater Drive, PO Box 9149, Norwell, MA, 2061",42.1603973,-70.8839929,10461.765663
620,ALBANY INTL CORP  -CL A,"216 Airport Drive, Rochester, NH, 3867",43.2881642,-70.9309603,10349.274953
621,LANDAUER INC,"2 Science Road, Glenwood, IL, 60425",41.5433728,-87.62551549999999,10961.944988
622,FULTON FINANCIAL CORP,"One Penn Square, PO Box 4887, Lancaster, PA, 17604",40.0381803,-76.3053296,10853.756253
623,BANCORPSOUTH INC,"One Mississippi Plaza, 201 South Spring Street, Tupelo, MS, 38804",34.256342,-88.70378939999999,11773.156718
624,FASTENAL CO,"2001 Theurer Boulevard, Winona, MN, 55987",44.0629544,-91.68776249999999,10746.655827
625,WESTAMERICA BANCORPORATION,"1108 Fifth Avenue, San Rafael, CA, 94901",37.9744255,-122.5288828,11261.080914
626,MAXIM INTEGRATED PRODUCTS,"160 Rio Robles, San Jose, CA, 95134",37.4054899,-121.9499774,11335.389052
627,AMPHENOL CORP,"358 Hall Avenue, PO Box 5030, Wallingford, CT, 6492",41.46077469999999,-72.8330564,10598.119094
628,AKORN INC,"1925 West Field Court, Suite 300, Lake Forest, IL, 60045",42.24446700000001,-87.89324839999999,10890.313415
629,INTER PARFUMS INC,"551 Fifth Avenue, New York, NY, 10176",40.7553825,-73.9788937,10707.487883
630,POLARIS INDUSTRIES INC,"2100 Highway 55, Medina, MN, 55340",45.05750700000001,-93.57653669999999,10658.262782
